"ToiletID","URL","Name","Address1","Town","State","Postcode","AddressNote","Male","Female","Unisex","FacilityType","ToiletType","AccessLimited","PaymentRequired","KeyRequired","AccessNote","Parking","ParkingNote","AccessibleMale","AccessibleFemale","AccessibleUnisex","AccessibleNote","MLAK","ParkingAccessible","AccessibleParkingNote","IsOpen","OpeningHoursSchedule","OpeningHoursNote","BabyChange","Showers","DrinkingWater","SharpsDisposal","SanitaryDisposal","IconURL","IconAltText","Notes","Status","Latitude","Longitude"
"94","https://toiletmap.gov.au/toilet/94","Fergies Roadhouse","33 Stafford Street","Thargomindah","Queensland","4492","","True","True","False","Service station","Sewerage","False","False","False","","False","","False","False","True","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.99442957","143.82284626"
"95","https://toiletmap.gov.au/toilet/95","Napunyah Caravan Park","45 Powell Street","Thargomindah","Queensland","4492","","True","True","False","Caravan park","Sewerage","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.99712237","143.82525576"
"97","https://toiletmap.gov.au/toilet/97","Torrence Parade","Torrence Parade","Hungerford","Queensland","4493","","True","True","False","","","False","False","False","","False","","True","True","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-28.99611036","144.40678880"
"99","https://toiletmap.gov.au/toilet/99","William Simmons Memorial Park","Gore Highway","Millmerran","Queensland","4357","","True","True","False","Park or reserve","","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.87681745","151.25805840"
"100","https://toiletmap.gov.au/toilet/100","Bicentennial Park","Factory Lane","Millmerran","Queensland","4357","","True","True","False","Park or reserve","","False","False","False","","False","","False","False","False","","False","False","","Variable","","Facilities are only open for special events","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.87448115","151.26778340"
"101","https://toiletmap.gov.au/toilet/101","Anzac Memorial Park","Charlotte Street","Millmerran","Queensland","4357","","True","True","False","Park or reserve","","False","False","False","","False","","True","True","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.87502444","151.27001100"
"102","https://toiletmap.gov.au/toilet/102","Lions Park","Edward Street","Millmerran","Queensland","4357","","True","True","False","Park or reserve","","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.87469842","151.27435740"
"104","https://toiletmap.gov.au/toilet/104","Yarramalong Weir","Yarramalong Road","Tummaville","Queensland","4352","","True","True","False","","","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.84291851","151.50430900"
"105","https://toiletmap.gov.au/toilet/105","Russell Avenue","Russell Avenue","Cecil Plains","Queensland","4407","","True","True","False","","","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.53323550","151.19335810"
"106","https://toiletmap.gov.au/toilet/106","Apex Park","Toowoomba - Cecil Plains Road","Cecil Plains","Queensland","4407","","True","True","False","Park or reserve","","False","False","False","","False","","True","True","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.53269062","151.20452620"
"107","https://toiletmap.gov.au/toilet/107","Short Street","Short Street","Beaudesert","Queensland","4285","","True","True","False","Other","Sewerage","False","False","False","","True","","False","False","True","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.98728166","152.99539600"
"108","https://toiletmap.gov.au/toilet/108","Jubilee Park","Telemon Street","Beaudesert","Queensland","4285","","True","True","False","Park or reserve","","False","False","False","","False","","True","True","False","","False","False","","DaylightHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.98953950","152.99479280"
"109","https://toiletmap.gov.au/toilet/109","Selwyn Park","Hopkins Street","Beaudesert","Queensland","4285","","True","True","False","Park or reserve","Sewerage","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.98912589","152.99003590"
"110","https://toiletmap.gov.au/toilet/110","Darlington Park","Kerry Road","Darlington","Queensland","4285","","True","True","False","Camping ground","Septic","False","False","False","","True","","True","True","False","","False","True","","DaylightHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-28.18623186","153.04132410"
"111","https://toiletmap.gov.au/toilet/111","Burgess Park","Christmas Creek Road","Southern Lamington","Queensland","4211","","True","True","False","Camping ground","Septic","False","False","False","","True","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-28.23893635","152.99585000"
"112","https://toiletmap.gov.au/toilet/112","Stinson Park","Christmas Creek Road","Southern Lamington","Queensland","4211","","True","True","False","Camping ground","Septic","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-28.28729982","153.03600180"
"114","https://toiletmap.gov.au/toilet/114","Tilley Park","Mount Lindesay Highway","Rathdowney","Queensland","4287","","True","True","False","Park or reserve","Septic","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-28.22161473","152.85897740"
"115","https://toiletmap.gov.au/toilet/115","Collins Park","Collins Street","Rathdowney","Queensland","4287","","True","True","False","Park or reserve","Septic","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-28.21135412","152.86393230"
"116","https://toiletmap.gov.au/toilet/116","Greenbank Meadows Park","Campbell Road","Greenbank","Queensland","4124","","True","True","False","Park or reserve","Septic","False","False","False","","False","","True","True","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.72763687","153.00314280"
"117","https://toiletmap.gov.au/toilet/117","Pioneer Park ","Mount Lindesay Highway","Woodhill","Queensland","4285","","True","True","False","Park or reserve","Septic","False","False","False","","False","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.90050994","152.97329600"
"118","https://toiletmap.gov.au/toilet/118","Paynes Bridge Park","Cusack Lane","Jimboomba","Queensland","4280","","True","True","False","Park or reserve","Septic","False","False","False","","True","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.81913385","153.00178160"
"119","https://toiletmap.gov.au/toilet/119","North Tamborine Park","Geissmann Street","Tamborine Mountain","Queensland","4272","","True","True","False","Park or reserve","Septic","False","False","False","","True","","False","False","False","","False","False","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.92298362","153.18364990"
"120","https://toiletmap.gov.au/toilet/120","Tully Park","Mount Lindesay Highway","North Maclean","Queensland","4280","","True","True","False","Park or reserve","Septic","False","False","False","","True","","True","True","False","","False","False","","Variable","Sep-Feb 7am-6:30pm; Mar-Aug 7am-5:30pm","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.78372921","153.01087360"
"122","https://toiletmap.gov.au/toilet/122","Newstead Park","Rona Street","Logan Reserve","Queensland","4133","","True","True","False","Park or reserve","Septic","False","False","False","","True","","False","False","False","These toilets are for use by sporting bodies and public usage on sports days","False","False","","Variable","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mf.png","Male and Female, or Unisex","","Verified","-27.72817949","153.11684700"
"123","https://toiletmap.gov.au/toilet/123","Doughty Park","Geissmann Drive","Tamborine Mountain","Queensland","4272","","True","True","False","Park or reserve","Septic","False","False","False","","True","","False","False","True","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.92814951","153.18511720"
"124","https://toiletmap.gov.au/toilet/124","Staffsmith Park","Southport Avenue","Tamborine Mountain","Queensland","4272","","True","True","False","Park or reserve","Septic","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.92211697","153.20868130"
"125","https://toiletmap.gov.au/toilet/125","Rosser Park ","Prospect Street","Tamborine Mountain","Queensland","4272","","True","True","False","Park or reserve","Septic","False","False","False","","True","","True","True","False","","False","True","","AllHours","","","False","False","False","False","False","https://toiletmap.gov.au/images/icons/mfa.png","Male and Female, or Unisex (Accessible)","","Verified","-27.97299655","153.19688150"
